Date,Open,High,Low,Close,Adj Close,Volume
2020-12-10,1900.000000,1919.900024,1859.849976,1903.300049,1902.355347,4695216
2020-12-11,1893.500000,1928.699951,1893.500000,1920.400024,1919.446899,5466598
2020-12-14,1934.000000,1946.900024,1899.000000,1939.349976,1938.387451,3456971
2020-12-15,1948.000000,1958.000000,1919.300049,1951.150024,1950.181641,4141898
2020-12-16,1965.000000,1965.000000,1936.550049,1952.550049,1951.580933,2764698
2020-12-17,1965.000000,1969.000000,1942.550049,1965.449951,1964.474487,3460370
2020-12-18,1963.800049,1963.800049,1921.349976,1949.349976,1948.382446,3371676
2020-12-21,1935.000000,1959.000000,1907.599976,1920.849976,1919.896606,3941511
2020-12-22,1930.000000,1930.250000,1886.099976,1902.949951,1902.005493,5073744
2020-12-23,1901.000000,1924.800049,1892.500000,1920.750000,1919.796631,2340819
2020-12-24,1918.000000,1978.000000,1917.000000,1960.599976,1959.626831,3337164
2020-12-28,1963.000000,1996.099976,1962.099976,1988.900024,1987.912842,2743069
2020-12-29,1983.000000,2017.000000,1983.000000,1999.300049,1998.307739,3152865
2020-12-30,2003.199951,2027.000000,1999.000000,2017.949951,2016.948364,2657431
2020-12-31,2016.699951,2018.750000,1987.000000,1995.599976,1994.609497,2794829
2021-01-01,1996.900024,2007.949951,1990.699951,1994.050049,1993.060303,1106099
2021-01-04,2004.000000,2005.949951,1955.000000,1965.550049,1964.574463,3141429
2021-01-05,1959.500000,1964.400024,1935.000000,1959.750000,1958.777344,3263230
2021-01-06,1973.900024,1979.000000,1948.400024,1970.400024,1969.422119,3452515
2021-01-07,1984.000000,1984.000000,1947.500000,1952.400024,1951.431030,3419317
2021-01-08,1972.000000,1976.000000,1946.250000,1970.699951,1969.721802,3262897
2021-01-11,1960.000000,1966.900024,1935.400024,1938.150024,1937.188110,2995521
2021-01-12,1929.800049,1930.099976,1895.849976,1903.449951,1902.505249,6035580
2021-01-13,1911.000000,1911.000000,1877.000000,1882.099976,1881.165894,5583130
2021-01-14,1892.000000,1905.000000,1871.050049,1892.650024,1891.710693,4803638
2021-01-15,1894.199951,1904.000000,1854.050049,1863.900024,1862.974976,2715164
2021-01-18,1870.500000,1872.250000,1838.849976,1846.949951,1846.033203,5004628
2021-01-19,1856.099976,1892.000000,1845.250000,1887.000000,1886.063477,4805514
2021-01-20,1890.000000,1890.000000,1869.449951,1883.599976,1882.665039,3041448
2021-01-21,1900.000000,1904.900024,1845.750000,1857.800049,1856.877930,5668862
2021-01-22,1850.000000,1875.000000,1824.500000,1828.000000,1827.092773,4298175
2021-01-25,1845.000000,1867.400024,1775.000000,1794.400024,1793.509399,6610138
2021-01-27,1798.000000,1823.449951,1746.349976,1764.699951,1763.824097,7892319
2021-01-28,1731.000000,1764.449951,1701.000000,1722.849976,1721.994873,6035924
2021-01-29,1749.849976,1749.849976,1704.000000,1712.949951,1712.099731,5140687
2021-02-01,1730.000000,1809.800049,1696.050049,1801.500000,1800.605835,4829210
2021-02-02,1830.000000,1879.099976,1800.050049,1861.300049,1860.376221,5871337
2021-02-03,1870.000000,1883.150024,1820.000000,1852.199951,1851.280640,4289395
2021-02-04,1839.000000,1915.000000,1831.000000,1910.400024,1909.451782,9641674
2021-02-05,1915.000000,1998.500000,1913.150024,1982.699951,1981.715942,16268336
2021-02-08,2000.000000,2030.000000,1951.500000,1957.150024,1956.178589,4021475
2021-02-09,1960.000000,1975.000000,1937.849976,1949.150024,1948.182617,2230923
2021-02-10,1950.000000,1962.900024,1937.000000,1952.050049,1951.081177,2860941
2021-02-11,1949.199951,1984.750000,1941.250000,1961.000000,1960.026733,2246777
2021-02-12,1960.000000,1975.000000,1946.000000,1951.050049,1950.081665,1690753
2021-02-15,1960.000000,1999.000000,1957.000000,1985.949951,1984.964233,2930435
2021-02-16,2000.000000,2049.000000,1998.000000,2019.650024,2018.647583,5480183
2021-02-17,2015.099976,2023.500000,1969.150024,1989.449951,1988.462524,4395224
2021-02-18,1979.150024,1984.849976,1938.099976,1945.449951,1944.484375,3538208
2021-02-19,1942.250000,1969.849976,1925.099976,1938.750000,1937.787720,2735683
2021-02-22,1938.750000,1962.050049,1921.599976,1949.599976,1948.632324,3853276
2021-02-23,1965.000000,1965.000000,1866.000000,1872.949951,1872.020386,5572402
2021-02-24,1889.099976,1924.000000,1852.050049,1911.199951,1910.251343,3821416
2021-02-25,1927.000000,1965.199951,1887.550049,1895.500000,1894.559204,5622516
2021-02-26,1869.000000,1869.000000,1773.000000,1780.349976,1779.466309,8400096
2021-03-01,1811.000000,1854.900024,1801.400024,1845.400024,1844.484131,3260044
2021-03-02,1845.000000,1868.400024,1820.099976,1844.650024,1843.734497,3837149
2021-03-03,1855.000000,1908.750000,1851.199951,1899.500000,1898.557251,2875618
2021-03-04,1863.900024,1910.400024,1850.000000,1897.699951,1896.758057,4022514
2021-03-05,1875.500000,1928.300049,1868.000000,1922.500000,1921.545776,5407986
2021-03-08,1920.000000,1947.849976,1893.300049,1915.849976,1914.899048,4698010
2021-03-09,1917.800049,1991.000000,1917.800049,1978.949951,1977.967773,7918345
2021-03-10,1983.250000,1999.349976,1957.199951,1963.949951,1962.975220,2761470
2021-03-12,1979.000000,1980.000000,1912.000000,1935.150024,1934.189575,2620265
2021-03-15,1944.000000,1944.000000,1893.099976,1918.650024,1917.697754,2643553
2021-03-16,1925.099976,1941.699951,1900.000000,1903.199951,1902.255371,2769224
2021-03-17,1903.199951,1917.699951,1861.000000,1868.349976,1867.422607,2694994
2021-03-18,1881.000000,1892.900024,1825.099976,1830.400024,1829.491577,2197575
2021-03-19,1818.449951,1872.000000,1814.050049,1834.150024,1833.239624,4803016
2021-03-22,1833.000000,1849.949951,1805.000000,1822.650024,1821.745361,2434097
2021-03-23,1844.000000,1844.000000,1798.849976,1812.650024,1811.750366,4250856
2021-03-24,1800.000000,1805.000000,1773.349976,1782.449951,1781.565308,3046161
2021-03-25,1792.900024,1798.800049,1745.000000,1762.900024,1762.025024,4113013
2021-03-26,1785.000000,1792.400024,1762.750000,1771.050049,1770.171021,3310757
2021-03-30,1782.099976,1801.949951,1775.000000,1781.250000,1780.365967,5575524
2021-03-31,1778.800049,1779.000000,1742.599976,1753.000000,1752.129883,3798383
2021-04-01,1770.000000,1813.250000,1750.650024,1804.550049,1803.654419,3802652
2021-04-05,1786.099976,1799.599976,1734.400024,1759.199951,1758.326782,2448241
2021-04-06,1776.000000,1781.449951,1728.699951,1768.300049,1767.422363,2873045
2021-04-07,1766.050049,1810.699951,1745.599976,1792.000000,1791.110596,3158142
2021-04-08,1796.000000,1823.699951,1778.699951,1783.250000,1782.364868,2890290
2021-04-09,1770.000000,1806.449951,1744.099976,1799.250000,1798.356934,3139384
2021-04-12,1757.250000,1768.000000,1723.300049,1742.500000,1741.635132,3328336
2021-04-13,1745.800049,1786.050049,1723.449951,1775.849976,1774.968628,3118742
2021-04-15,1800.000000,1809.500000,1752.599976,1773.250000,1772.369873,3546886
2021-04-16,1774.000000,1788.150024,1760.050049,1764.099976,1763.224365,2912279
2021-04-19,1720.000000,1720.000000,1675.000000,1700.750000,1699.905884,3865423
2021-04-20,1725.000000,1733.599976,1684.349976,1697.699951,1696.857300,3317008
2021-04-22,1689.750000,1739.750000,1669.199951,1736.050049,1735.188354,3590444
2021-04-23,1733.900024,1756.349976,1720.250000,1734.199951,1733.339233,1893450
2021-04-26,1740.000000,1783.000000,1733.300049,1759.650024,1758.776611,3253062
2021-04-27,1750.000000,1762.599976,1724.550049,1750.300049,1749.431274,4533360
2021-04-28,1762.500000,1824.000000,1754.000000,1811.449951,1810.550903,4174599
2021-04-29,1825.099976,1845.449951,1780.550049,1805.000000,1804.104126,3960095
2021-04-30,1780.000000,1802.000000,1739.449951,1748.800049,1747.932129,2621783
2021-05-03,1735.000000,1759.000000,1685.000000,1725.449951,1724.593506,5593869
2021-05-04,1751.000000,1764.000000,1725.300049,1732.650024,1731.790039,4255151
2021-05-05,1741.000000,1778.000000,1721.900024,1770.750000,1769.871094,2411643
2021-05-06,1781.699951,1793.699951,1763.199951,1788.250000,1787.362427,2380255
2021-05-07,1796.000000,1813.000000,1773.500000,1780.349976,1779.466309,1610730
2021-05-10,1809.000000,1813.250000,1790.599976,1809.349976,1808.451904,1332490
2021-05-11,1776.599976,1794.400024,1753.250000,1755.449951,1754.578613,2955976
2021-05-12,1754.000000,1754.000000,1715.550049,1718.849976,1717.996826,3181830
2021-05-14,1728.900024,1728.900024,1701.099976,1706.650024,1705.802979,2937892
2021-05-17,1717.000000,1755.000000,1710.000000,1744.150024,1743.284302,4211441
2021-05-18,1768.000000,1770.949951,1750.099976,1755.099976,1754.228882,4658414
2021-05-19,1747.949951,1750.349976,1727.449951,1730.550049,1729.691162,2372042
2021-05-20,1732.000000,1737.000000,1705.099976,1708.199951,1707.352173,2598038
2021-05-21,1715.500000,1764.449951,1715.500000,1757.650024,1756.777710,4293112
2021-05-24,1763.650024,1778.900024,1742.000000,1757.000000,1756.127930,3613907
2021-05-25,1770.400024,1773.900024,1738.000000,1750.500000,1749.631226,2201625
2021-05-26,1760.050049,1761.800049,1736.900024,1740.650024,1739.786133,2845100
2021-05-27,1740.000000,1783.449951,1725.699951,1777.250000,1776.367920,5339988
2021-05-28,1786.000000,1813.000000,1778.250000,1800.750000,1799.856201,3247009
2021-05-31,1799.000000,1811.800049,1785.000000,1807.699951,1806.802734,2310809
2021-06-01,1815.000000,1824.000000,1788.000000,1797.000000,1796.108154,2289816
2021-06-02,1793.000000,1793.000000,1770.000000,1783.099976,1782.214966,3098849
2021-06-03,1790.000000,1827.949951,1790.000000,1814.199951,1813.299561,3444131
2021-06-04,1820.000000,1820.949951,1797.000000,1811.199951,1810.301025,1508706
2021-06-07,1825.000000,1825.000000,1807.000000,1814.900024,1813.999268,1096139
2021-06-08,1815.000000,1816.500000,1787.849976,1793.550049,1792.659912,1331031
2021-06-09,1789.900024,1812.000000,1775.000000,1782.900024,1782.015137,2037714
2021-06-10,1787.699951,1803.000000,1776.000000,1799.550049,1798.656860,1854489
2021-06-11,1809.000000,1810.000000,1788.000000,1794.349976,1793.459351,1621928
2021-06-14,1789.900024,1789.900024,1759.500000,1768.050049,1767.172485,2543002
2021-06-15,1775.800049,1784.150024,1766.000000,1770.900024,1770.021118,1735824
2021-06-16,1770.849976,1780.949951,1753.000000,1760.599976,1759.726196,2845543
2021-06-17,1747.250000,1771.800049,1736.000000,1766.050049,1765.173462,2578242
2021-06-18,1774.949951,1776.650024,1733.250000,1760.449951,1759.576172,2678789
2021-06-21,1740.000000,1777.199951,1731.300049,1772.050049,1771.170532,1279321
2021-06-22,1780.000000,1785.000000,1754.000000,1757.099976,1756.227905,1571743
2021-06-23,1764.000000,1764.000000,1727.250000,1736.699951,1735.838013,7602349
2021-06-24,1735.000000,1742.900024,1727.199951,1737.900024,1737.037476,3595393
2021-06-25,1735.000000,1754.000000,1720.900024,1735.000000,1734.138916,9577645
2021-06-28,1735.000000,1748.000000,1722.199951,1733.050049,1732.189941,3500507
2021-06-29,1737.800049,1738.000000,1702.000000,1705.849976,1705.003296,10394662
2021-06-30,1705.849976,1743.500000,1698.449951,1705.849976,1705.003296,8822099
2021-07-01,1709.900024,1725.199951,1706.150024,1716.099976,1715.248169,2988386
2021-07-02,1727.000000,1728.000000,1710.000000,1715.150024,1714.298706,2242551
2021-07-05,1727.000000,1739.800049,1721.500000,1731.099976,1730.240723,1887671
2021-07-06,1729.000000,1760.000000,1727.000000,1755.349976,1754.478760,3692222
